point_index,method,input_wavelength_nm,matched_wavelength_nm,delta_lambda_nm,letter,letter_index,point_id,x_pixel,y_pixel,image_path,result_path,best_intensity,final_intensity,eval_count,elapsed_sec,status,error_message
1,5pps,1543.973,1543.973,-6.027,C,4,C4,227,110,E:\2026光赛\vision0420\calibration_outputs\20260420_114608_lambda_1543p973nm\point_01_C4_x227_y110_best_image.tif,E:\2026光赛\vision0420\calibration_outputs\20260420_114608_lambda_1543p973nm\point_01_C4_x227_y110_result.mat,10341,597921,1793,302.6785694,completed,
2,5pps,1543.973,1543.973,-6.027,C,16,C16,93,110,E:\2026光赛\vision0420\calibration_outputs\20260420_114608_lambda_1543p973nm\point_02_C16_x93_y110_best_image.tif,E:\2026光赛\vision0420\calibration_outputs\20260420_114608_lambda_1543p973nm\point_02_C16_x93_y110_result.mat,8993,586231,1793,297.5879342,completed,
