point_index,method,input_wavelength_nm,matched_wavelength_nm,delta_lambda_nm,letter,letter_index,point_id,x_pixel,y_pixel,image_path,result_path,best_intensity,final_intensity,eval_count,elapsed_sec,status,error_message
1,5pps,1538.767,1538.767,-11.233,C,3,C3,217,91,E:\2026光赛\vision0420\calibration_outputs\20260420_113423_lambda_1538p767nm\point_01_C3_x217_y91_best_image.tif,E:\2026光赛\vision0420\calibration_outputs\20260420_113423_lambda_1538p767nm\point_01_C3_x217_y91_result.mat,11489,601367,1793,291.3752705,completed,
2,5pps,1538.767,1538.767,-11.233,C,17,C17,103,91,E:\2026光赛\vision0420\calibration_outputs\20260420_113423_lambda_1538p767nm\point_02_C17_x103_y91_best_image.tif,E:\2026光赛\vision0420\calibration_outputs\20260420_113423_lambda_1538p767nm\point_02_C17_x103_y91_result.mat,8927,565072,1793,297.6687736,completed,
