point_index,method,input_wavelength_nm,matched_wavelength_nm,delta_lambda_nm,letter,letter_index,point_id,x_pixel,y_pixel,image_path,result_path,best_intensity,final_intensity,eval_count,elapsed_sec,status,error_message
1,5pps,1560.685,1560.685,10.685,S,1,S1,143,171,E:\2026光赛\vision0420\calibration_outputs\20260420_135038_lambda_1560p685nm\point_01_S1_x143_y171_best_image.tif,E:\2026光赛\vision0420\calibration_outputs\20260420_135038_lambda_1560p685nm\point_01_S1_x143_y171_result.mat,13550,640769,1793,299.4537074,completed,
2,5pps,1560.685,1560.685,10.685,S,3,S3,177,171,E:\2026光赛\vision0420\calibration_outputs\20260420_135038_lambda_1560p685nm\point_02_S3_x177_y171_best_image.tif,E:\2026光赛\vision0420\calibration_outputs\20260420_135038_lambda_1560p685nm\point_02_S3_x177_y171_result.mat,11797,644763,1793,304.3347967,completed,
