point_index,method,input_wavelength_nm,matched_wavelength_nm,delta_lambda_nm,letter,letter_index,point_id,x_pixel,y_pixel,image_path,result_path,best_intensity,final_intensity,eval_count,elapsed_sec,status,error_message
1,5pps,1534.384,1534.384,-15.616,C,2,C2,201,75,E:\2026光赛\vision0420\calibration_outputs\20260420_111759_lambda_1534p384nm\point_01_C2_x201_y75_best_image.tif,E:\2026光赛\vision0420\calibration_outputs\20260420_111759_lambda_1534p384nm\point_01_C2_x201_y75_result.mat,9794,565082,1793,344.0819435,completed,
2,5pps,1534.384,1534.384,-15.616,C,18,C18,119,75,E:\2026光赛\vision0420\calibration_outputs\20260420_111759_lambda_1534p384nm\point_02_C18_x119_y75_best_image.tif,E:\2026光赛\vision0420\calibration_outputs\20260420_111759_lambda_1534p384nm\point_02_C18_x119_y75_result.mat,8013,555703,1793,340.8373043,completed,
