point_index,method,input_wavelength_nm,matched_wavelength_nm,delta_lambda_nm,letter,letter_index,point_id,x_pixel,y_pixel,image_path,result_path,best_intensity,final_intensity,eval_count,elapsed_sec,status,error_message
1,5pps,1543.151,1543.151,-6.849,E,0,E0,135,107,E:\2026光赛\vision0420\calibration_outputs\20260420_132344_lambda_1543p151nm\point_01_E0_x135_y107_best_image.tif,E:\2026光赛\vision0420\calibration_outputs\20260420_132344_lambda_1543p151nm\point_01_E0_x135_y107_result.mat,10651,549737,1793,312.0413618,completed,
2,5pps,1543.151,1543.151,-6.849,E,1,E1,185,107,E:\2026光赛\vision0420\calibration_outputs\20260420_132344_lambda_1543p151nm\point_02_E1_x185_y107_best_image.tif,E:\2026光赛\vision0420\calibration_outputs\20260420_132344_lambda_1543p151nm\point_02_E1_x185_y107_result.mat,9269,590541,1793,308.1844433,completed,
