theta_deg,initial_intensity,mrev_intensity,mrev_norm_intensity,mrevGss_intensity,mrevGss_norm_intensity,pfpd_intensity,pfpd_norm_intensity,fivePps_intensity,fivePps_norm_intensity,spgd_intensity,spgd_norm_intensity,hillClimb_intensity,hillClimb_norm_intensity
-10,140.886444521069,23.6599141616592,0.00170244652733264,42.11526894743,0.00392327089650559,147.881356702316,0.0111673252725946,4.86793004720058,0.00032363070624375,6.07407165630431,0.000549845204531479,15.1794015991137,0.00115455824698567
-9.98666666666667,124.21077247338,35.7245630987964,0.00257055701776716,37.0611763821092,0.00345245414131595,155.22397475065,0.011721806283093,4.49757550463114,0.000299008720921415,9.00895072240895,0.000815520236320503,17.1378732228651,0.00130352127098404
-9.97333333333333,108.890581755533,47.3680263214865,0.00340836113633477,31.1716807492231,0.00290381495678549,154.337417307942,0.0116548575103988,3.66349321235405,0.000243557093905888,13.459504207427,0.00121839916658603,18.6695180732248,0.00142001948614023
-9.96,97.5460176358512,57.0747562135584,0.0041068078206128,25.0703297913516,0.00233544027366846,145.256928635008,0.0109691404402688,2.61875864301917,0.000174100839762396,18.8309629445389,0.00170464150863582,19.625441654615,0.00149272784998289
-9.94666666666667,91.8307307711163,63.7553258886494,0.00458750747853433,19.3112770715939,0.00179895257000285,129.068350381951,0.00974665287940169,1.75971221621317,0.000116989542125061,24.4561925866406,0.00221385603854472,19.9406058280412,0.00151669950612544
-9.93333333333333,92.0929986571055,66.8594117533478,0.00481086163632167,14.3305345887195,0.00133496878183229,107.762122759471,0.00813770379009132,1.56197661517919,0.000103843644055108,29.682929352175,0.0026869976655281,19.6419614191394,0.00149398435737848
-9.92,97.320226897624,66.3871261682448,0.00477687837886883,10.4243146936952,0.000971082732603227,83.9446954321653,0.00633912035772656,2.49032054742831,0.00016556199241216,33.9484333187474,0.00307312529681733,18.8372601895654,0.00143277809474041
-9.90666666666667,105.378558375821,62.8085504755575,0.00451938235757366,7.75218449875631,0.000722158983865835,60.4548907553783,0.00456527749298034,4.90023282080201,0.00032577826574705,36.8337155008468,0.00333431065341431,17.6895358968073,0.0013454812050167
-9.89333333333333,113.497875437616,56.9171114663555,0.00409546451012596,6.35870859100038,0.000592348974087561,39.949355662667,0.0030167930499422,8.9518485368086,0.00059513859814409,38.0938521714375,0.00344838242348627,16.3854079429027,0.00124628811927655
-9.88,118.900874218304,49.6517697094021,0.00357268764122024,6.20506992948724,0.000578036680604526,24.5261433875103,0.00185210243534595,14.5551469954673,0.000967658215288769,37.664923897011,0.00340955440693883,15.1060253582652,0.00114897718745237
-9.86666666666667,119.443729473741,41.9245801692267,0.0030166785657507,7.20198128817729,0.00067090450307591,15.4478218951708,0.00116654902080554,21.3594238745224,0.00142002152176499,35.6511311898486,0.00322725918132942,14.0075872401367,0.00106542904625538
-9.85333333333333,114.131689017029,34.4844444204357,0.00248132441434222,9.23676940898902,0.000860456302564611,13.0068691357296,0.000982219406528401,28.7911700037279,0.00191410036535934,32.2973079917244,0.00292365993082979,13.214592209801,0.00100511316712704
-9.84,103.396857715678,27.8366653022333,0.00200298419734354,12.1902665511951,0.00113559094305316,16.5501347828165,0.00124979066020496,36.1345690174172,0.00240230569821875,27.9524060819066,0.00253034493317193,12.824436274145,0.00097543757351547
