point_index,method,input_wavelength_nm,matched_wavelength_nm,delta_lambda_nm,letter,letter_index,point_id,x_pixel,y_pixel,image_path,result_path,best_intensity,final_intensity,eval_count,elapsed_sec,status,error_message
1,5pps,1550,1550,0,C,5,C5,230,132,E:\2026光赛\vision0420\calibration_outputs\20260420_115935_lambda_1550p000nm\point_01_C5_x230_y132_best_image.tif,E:\2026光赛\vision0420\calibration_outputs\20260420_115935_lambda_1550p000nm\point_01_C5_x230_y132_result.mat,10783,617477,1793,306.8451323,completed,
2,5pps,1550,1550,0,C,15,C15,90,132,E:\2026光赛\vision0420\calibration_outputs\20260420_115935_lambda_1550p000nm\point_02_C15_x90_y132_best_image.tif,E:\2026光赛\vision0420\calibration_outputs\20260420_115935_lambda_1550p000nm\point_02_C15_x90_y132_result.mat,9510,541228,1793,300.5174454,completed,
