point_index,method,input_wavelength_nm,matched_wavelength_nm,delta_lambda_nm,letter,letter_index,point_id,x_pixel,y_pixel,image_path,result_path,best_intensity,final_intensity,eval_count,elapsed_sec,status,error_message
1,5pps,1557.945,1557.945,7.945,S,0,S0,129,161,E:\2026光赛\vision0420\calibration_outputs\20260420_133704_lambda_1557p945nm\point_01_S0_x129_y161_best_image.tif,E:\2026光赛\vision0420\calibration_outputs\20260420_133704_lambda_1557p945nm\point_01_S0_x129_y161_result.mat,10655,611739,1793,299.0496452,completed,
2,5pps,1557.945,1557.945,7.945,S,4,S4,191,161,E:\2026光赛\vision0420\calibration_outputs\20260420_133704_lambda_1557p945nm\point_02_S4_x191_y161_best_image.tif,E:\2026光赛\vision0420\calibration_outputs\20260420_133704_lambda_1557p945nm\point_02_S4_x191_y161_result.mat,12029,622497,1793,307.2335204,completed,
