point_index,method,input_wavelength_nm,matched_wavelength_nm,delta_lambda_nm,letter,letter_index,point_id,x_pixel,y_pixel,image_path,result_path,best_intensity,final_intensity,eval_count,elapsed_sec,status,error_message
1,5pps,1531.644,1531.644,-18.356,C,1,C1,182,65,E:\2026光赛\vision0420\calibration_outputs\20260420_110139_lambda_1531p644nm\point_01_C1_x182_y65_best_image.tif,E:\2026光赛\vision0420\calibration_outputs\20260420_110139_lambda_1531p644nm\point_01_C1_x182_y65_result.mat,8881,508240,1793,382.3606828,completed,
2,5pps,1531.644,1531.644,-18.356,C,19,C19,138,65,E:\2026光赛\vision0420\calibration_outputs\20260420_110139_lambda_1531p644nm\point_02_C19_x138_y65_best_image.tif,E:\2026光赛\vision0420\calibration_outputs\20260420_110139_lambda_1531p644nm\point_02_C19_x138_y65_result.mat,8644,522190,1793,397.6725595,completed,
